id,code_commune,nom_commune,code_departement,nom_departement,code_region,nom_region,latitude,longitude,commentaire
161,2720,Sissonne,2,Aisne,32,Hauts-de-France,49.5666498,3.8984662,SISSONNE - PISCINE
162,2761,Variscourt,2,Aisne,32,Hauts-de-France,49.4167271,3.9855766,VARISCOURT
163,2761,Variscourt,2,Aisne,32,Hauts-de-France,49.4080264,3.9729695,AGUILCOURT-VARISCOURT HALTE FERROVIAIRE
164,2803,Ville-aux-Bois-lès-Pontavert,2,Aisne,32,Hauts-de-France,49.4268861,3.8501333,LA VILLE AUX BOIS LES PONTAVERT
165,3007,Arpheuilles-Saint-Priest,3,Allier,84,Auvergne-Rhône-Alpes,46.248007,2.6421855,Montrobert
166,3007,Arpheuilles-Saint-Priest,3,Allier,84,Auvergne-Rhône-Alpes,46.2283407,2.6635228,La Croix de Fer
167,3007,Arpheuilles-Saint-Priest,3,Allier,84,Auvergne-Rhône-Alpes,46.2243316,2.6785002,Arpheuille Centre
168,3007,Arpheuilles-Saint-Priest,3,Allier,84,Auvergne-Rhône-Alpes,46.2242027,2.6783173,Arpheuille Centre n°2
169,3161,Marcillat-en-Combraille,3,Allier,84,Auvergne-Rhône-Alpes,46.1674022,2.6314635,Marcillat Centre
170,3161,Marcillat-en-Combraille,3,Allier,84,Auvergne-Rhône-Alpes,46.1673228,2.6313074,Marcillat centre n°2
171,3167,Mazirat,3,Allier,84,Auvergne-Rhône-Alpes,46.2234939,2.5405819,Centre Bourg - 1
172,3167,Mazirat,3,Allier,84,Auvergne-Rhône-Alpes,46.2233201,2.5405941,Centre Bourg - 2
173,3185,Montluçon,3,Allier,84,Auvergne-Rhône-Alpes,46.329613,2.608654,Faucheroux
174,3185,Montluçon,3,Allier,84,Auvergne-Rhône-Alpes,46.321488,2.6114114,St Jean du haut
175,3206,Petite-Marche,3,Allier,84,Auvergne-Rhône-Alpes,46.1949839,2.5719969,Centre Bourg
176,3216,Ronnet,3,Allier,84,Auvergne-Rhône-Alpes,46.2053511,2.6994999,Ronnet Centre
177,3216,Ronnet,3,Allier,84,Auvergne-Rhône-Alpes,46.205054,2.6992571,Ronnet Centre n°2
178,3231,Saint-Fargeol,3,Allier,84,Auvergne-Rhône-Alpes,46.1376269,2.629069,St Fargeol
179,3233,Saint-Genest,3,Allier,84,Auvergne-Rhône-Alpes,46.2647098,2.5919287,St Genest
180,3233,Saint-Genest,3,Allier,84,Auvergne-Rhône-Alpes,46.2647797,2.5917511,St Genest
181,3233,Saint-Genest,3,Allier,84,Auvergne-Rhône-Alpes,46.2563401,2.6300745,La Grange
182,3244,Saint-Marcel-en-Marcillat,3,Allier,84,Auvergne-Rhône-Alpes,46.144778,2.5910523,St Marcel en Marcillat
183,3244,Saint-Marcel-en-Marcillat,3,Allier,84,Auvergne-Rhône-Alpes,46.1449246,2.5903915,St Marcel en Marcillat
184,3261,Sainte-Thérence,3,Allier,84,Auvergne-Rhône-Alpes,46.242349,2.5606381,Centre Bourg
185,3261,Sainte-Thérence,3,Allier,84,Auvergne-Rhône-Alpes,46.2397744,2.5713095,Carrefour RD151 / RD50
186,3280,Terjat,3,Allier,84,Auvergne-Rhône-Alpes,46.2039665,2.6173882,Terjat - Stade
187,3280,Terjat,3,Allier,84,Auvergne-Rhône-Alpes,46.2035552,2.6159988,Bar Tabac
188,3314,Villebret,3,Allier,84,Auvergne-Rhône-Alpes,46.2914927,2.6040991,La Goutelle
189,3314,Villebret,3,Allier,84,Auvergne-Rhône-Alpes,46.2681921,2.6376232,Villebret Centre
190,3314,Villebret,3,Allier,84,Auvergne-Rhône-Alpes,46.2776547,2.6286798,Stade
191,3314,Villebret,3,Allier,84,Auvergne-Rhône-Alpes,46.2818167,2.6187127,Beauregard
192,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6403756,7.0507348,Bois fleuri
193,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.640169,7.0591555,Av. des Mésanges
194,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6337088,7.0664351,Av. des Fauvettes
195,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6330798,7.0673899,La Vallée Verte
196,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6350715,7.0679371,Av. des Chênes verts
197,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.632975,7.0692085,Ch. des Soulières 1
198,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6301561,7.0705227,Ch. des Soulières 2
199,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6282923,7.0741705,Ch. des Soulières 3
200,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6339145,7.0815198,Les Issarts 1
201,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.635553,7.0790039,Les Issarts 2
202,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6380532,7.0777862,Les Issarts 3
203,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6339689,7.0852105,Les Issarts 4
204,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6368264,7.0843147,Ch. de Roquefort
205,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6414191,7.0907949,Ch. de Saint Julien
206,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6283117,7.0956282,Ch. Durbec 1
207,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6285253,7.0910792,Ch. Durbec 2
208,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6282729,7.0962344,Mairie de Biot
209,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6268129,7.0953385,Migranier
210,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6259353,7.0968245,Parking Saint-Jean
211,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6281875,7.0997427,Stade Operto
212,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6328895,7.0959662,Ch. des Vignasses 1
213,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6349628,7.0968567,Ch. des Vignasses 2
214,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.636939,7.1015613,Ch. des Aspres
215,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.623054,7.1048657,Pré Catelan
216,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6221376,7.1079503,Ch. des Cabots 1
217,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6236715,7.109565,Ch. des Cabots 2
218,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6244714,7.1123491,Ch. des Cabots 3
219,6018,Biot,6,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,43.6193221,7.1102516,Ch. du Val de Pôme
